"","Center.of.Mass.X...m.","Center.of.Mass.Y...m.","Area...m2.","Perimeter...m.","Circularity","PanEV","EpCAM","MET","SDC1","EGFR","ADAM10","CTSH","PDL1","HER2","image","celltype"
"686",81.47631836,79.18731689,23.50000191,24.24264069,0.502478996,11066.88867,787.833313,176.8333282,252.472229,380.8611145,249.9166718,272.25,248.3333282,429.444458,2,"A549"
"687",67.29511261,33.39115906,8.5,12.24264069,0.712653763,9241.733398,421.7333374,171.9333344,230,307.6000061,197.9333344,270.7999878,352.5333252,346.9333191,2,"A549"
"688",11.47224998,45.09875107,7.5,10.24264069,0.898353474,1662.923096,345.1538391,175.615387,175.615387,222.615387,237.2307739,779.1538696,417.3076782,425.7692261,2,"A549"
"689",16.69929504,55.24070358,8.5,11.41421356,0.819854532,6567.066895,341.8666687,143.1999969,253.9333344,321.3999939,404,192.9333344,366.7333374,408.6666565,2,"A549"
"690",12.21047688,79.17115784,13.5,13.89949494,0.878103267,9189.25,607.9000244,135.25,216.9499969,321.6499939,169.6499939,216.3000031,295.7999878,488.6499939,2,"A549"
"691",27.9721241,55.50825119,14,14.48528137,0.838463242,2259,353.3333435,148.8095245,212.3333282,309.3333435,238,224.6190491,231.3333282,290.2380981,2,"A549"
"692",51.52975082,79.33564758,22.5,17.89949494,0.882492104,8648.418945,564.0645142,154.2257996,316.8709717,316.4515991,193.9032288,209.3548431,340.1612854,326.612915,2,"A549"
"693",22.41584969,45.06060028,8,11.65685425,0.739838825,7273.5,239.5714264,195.2857208,196.0714264,338.0714417,212.3571472,235,304.7142944,335,2,"A549"
"694",80.60549927,28.12199974,9,12,0.785398163,7723.25,319.8125,227.5625,208.125,290.0625,303.3125,187.9375,308,443.125,2,"A549"
"695",56.11416245,31.18522072,24.5,19.07106781,0.846497983,7764.882324,524.0588379,206.3235321,353.3823547,301.4705811,317.3823547,295.2647095,304.2941284,400.9117737,2,"A549"
"696",31.35484123,79.8102951,9.5,12.24264069,0.796495383,2749.5625,380.5625,164.1875,222.375,276.8125,194.75,200.0625,297.25,313.6875,2,"A549"
"697",63.19274902,79.78800201,6,10,0.753982237,8033.583496,524.75,127.6666641,219.3333282,259.8333435,225,412.5,276.75,672.583313,2,"A549"
"698",0.429187506,11.47565651,10,17.65685425,0.403072529,1749.631592,397.6842041,205.1578979,209.5263214,282,137.1052704,233.6842041,320.8421021,433.3684082,2,"A549"
"699",35.37731171,79.89019012,6,9.656854249,0.808518127,10369.18164,1791.181763,212.5454559,252.5454559,515.3636475,248.9090881,303.6363525,458.5454407,747.2727051,2,"A549"
"700",53.13750076,20.09687424,12,14.48528137,0.718682779,5232.368652,356.1052551,339.2631531,193.2631531,327.3684082,353,297.2105408,359.3157959,728.6315918,2,"A549"
"701",25.80574989,56.24399948,15,14.48528137,0.898353474,2144.45459,357.5,189.2727203,192.5,342.8636475,173.0909119,222.2727203,285.6363525,350.7272644,2,"A549"
"702",77.47670746,40.52570343,8.5,11.41421356,0.819854532,7117.133301,1063.06665,293.7999878,263.2000122,334.1333313,230.8666687,172.3333282,291.0666809,285.1333313,2,"A549"
"703",36.23160172,35.15250015,7,10.82842712,0.750200152,6786.153809,529.4615479,112.1538467,327.1538391,418.8461609,273.8461609,194.7692261,293.4615479,468.6923218,2,"A549"
"704",8.910750389,80.21718597,5,8.828427125,0.806145057,9062.799805,334.6000061,196.1999969,200.1000061,323.3999939,205.3999939,112.8000031,328.6000061,456.7000122,2,"A549"
"705",18.36650085,56.47108459,26,20.48528137,0.778573011,8196.444336,362.9166565,241.527771,264.444458,376.8888855,179.3888855,194.9444427,240.5,330.194458,2,"A549"
"706",76.92675018,80.54418945,5,8.828427125,0.806145057,7439.299805,332.7999878,162.3000031,190.1999969,397.8999939,242.6000061,182.1000061,476.8999939,385.8999939,2,"A549"
"707",35.70431137,81.01425171,5,8.828427125,0.806145057,10080.09961,505.8999939,307.2999878,356.1000061,289.5,220.3999939,246.1000061,382.7000122,722.0999756,2,"A549"
"708",58.86000061,56.2167511,9,13.65685425,0.606388595,1798.8125,279.3125,119.6875,188.5,380.0625,307.4375,226.75,294.125,416,2,"A549"
"709",31.7504425,81.479599,12.5,14.24264069,0.774352743,10832.84961,437.5499878,366.5499878,285.9500122,275.3500061,427.6000061,184.3500061,490.3500061,1204.5,2,"A549"
"710",13.99559975,81.5374527,6,10.82842712,0.643028702,6353.333496,416.75,192.5,180.6666718,251.3333282,174.9166718,294.75,283.75,599.416687,2,"A549"
"711",13.42335033,11.39595032,1.5,5.414213562,0.643028702,2068,436,178.3999939,211.3999939,235.3999939,342.2000122,166.6000061,305.2000122,615.7999878,2,"A549"
"712",29.43000031,11.77200031,2,6.828427125,0.539012084,2025.666626,296,282.6666565,192.1666718,374.6666565,371.3333435,216,245.8333282,398,2,"A549"
"713",47.16975021,47.66025162,2,5.656854249,0.785398163,512,360,151.6000061,191.3999939,265.2000122,243.1999969,247.6000061,380,574.2000122,2,"A549"
"714",47.16975021,11.60849953,2,6,0.698131701,9987.166992,1404.666626,149.8333282,412.3333435,333,218.3333282,234,392,408,2,"A549"
"715",19.12949944,47.76924896,2,6.828427125,0.539012084,7360.333496,509,264.1666565,225.1666718,261.3333435,328.1666565,230,337,325,2,"A549"
"716",64.39174652,12.09899998,3,7.656854249,0.643028702,1538.571411,386.4285583,110.1428604,224.8571472,327,268.2857056,282.2857056,370.1428528,343.7142944,2,"A549"
"717",30.4109993,12.42599964,7,9.656854249,0.943271148,5639.916504,1260.916626,216.3333282,321,359,148.9166718,230.1666718,268.1666565,407.8333435,2,"A549"
"718",23.25203514,12.76467896,7,15.65685425,0.358838379,1297.866699,234.3999939,154.8666687,194.4666595,194.4666595,214.6666718,206.1333313,167.2666626,316.8666687,2,"A549"
"719",27.0047493,48.47774887,3,6.828427125,0.808518127,7944.285645,1049.142822,125.7142868,266.4285583,317.4285583,231.2857208,323.2857056,274.5714417,907.8571167,2,"A549"
"720",49.42241669,12.7802496,4.5,9.414213562,0.638049372,1878.300049,334,111.1999969,200.1000061,387.2999878,192.3000031,201.6000061,297.1000061,511.5,2,"A549"
"721",15.6960001,13.07999992,3,8,0.589048623,736.625,402,193.25,330.875,214.125,272.625,91.875,449.25,391.125,2,"A549"
"722",58.4939003,48.65546799,12.5,26.72792206,0.219881902,8558.44043,243.8399963,212.3200073,222.3600006,385.519989,233.0399933,241.8000031,279.3599854,367.3200073,2,"A549"
"723",27.41894913,13.42335033,1.5,5.414213562,0.643028702,1553,527,145.1999969,312.3999939,263.3999939,216.6000061,172.1999969,318.6000061,275.3999939,2,"A549"
"724",69.24224854,48.42324829,3,6.828427125,0.808518127,1508,335,191.7142792,138.7142792,355,202.5714264,203.1428528,188.2857208,300,2,"A549"
"725",4.169250011,13.81575012,2,5.656854249,0.785398163,8904.200195,1183.199951,477,226,498.3999939,761,369.7999878,369,932.4000244,2,"A549"
"726",31.02996445,49.08503723,5.5,9.071067812,0.839954433,981.9000244,206.1999969,125.0999985,185.8000031,379.5,137,196.1999969,230.8999939,197,2,"A549"
"727",59.3777504,49.04999924,2,6.828427125,0.539012084,6390.166504,307.8333435,142.3333282,154.1666718,310.6666565,202.8333282,191.6666718,546.166687,376.1666565,2,"A549"
"728",62.11365128,14.33895016,1.5,5.414213562,0.643028702,23524.80078,1198.599976,405.2000122,321.6000061,612.4000244,416.3999939,254.6000061,505.2000122,678.4000244,2,"A549"
"729",28.09474945,14.4697504,3,6.828427125,0.808518127,983.8571167,444.1428528,129.4285736,258.7142944,518.8571167,211.2857208,242.8571472,311.5714417,353.1428528,2,"A549"
"730",59.10525131,49.45875168,2,5.656854249,0.785398163,9197.599609,178.6000061,143,270.2000122,360,172.8000031,159.6000061,263,308.3999939,2,"A549"
"731",78.37489319,14.44639301,3.5,7.414213562,0.800106365,6167.625,198.25,200.5,347.625,333,191,272.125,248.125,363.125,2,"A549"
"732",47.08800125,15.22593784,6,9.656854249,0.808518127,7888.63623,288.0909119,148.2727203,241.0909119,292.6363525,235.2727203,282.2727356,285,276.5454407,2,"A549"
"733",64.27185059,15.3199501,1.5,5.414213562,0.643028702,18949.19922,1192.199951,391.3999939,535.2000122,337.6000061,540.4000244,278.6000061,499.2000122,1911.599976,2,"A549"
"734",11.16705036,15.8104496,2.5,6.242640687,0.806145057,14463.16699,3761.166748,163.8333282,158.6666718,482.1666565,273.5,285.3333435,298.8333435,141.6666718,2,"A549"
"735",51.66600037,16.10474968,2,6,0.698131701,1212.833374,421,192.5,201.3333282,273.1666565,217.6666718,220,201.1666718,335.6666565,2,"A549"
"736",32.1277504,50.03099823,2,6,0.698131701,4328.666504,316,202,267.6666565,245.8333282,199.1666718,194.3333282,397.5,528.166687,2,"A549"
"737",66.05400085,16.16606331,6,9.656854249,0.808518127,9660.636719,300,167.0909119,183.2727203,294.8181763,227.4545441,367.0909119,303.7272644,286.3636475,2,"A549"
"738",75.12825012,50.05825043,3,6.828427125,0.808518127,774.5714111,368.2857056,179.4285736,240.2857208,374.5714417,84.57142639,277.2857056,339.2857056,418.5714417,2,"A549"
"739",48.96825027,16.35000038,2,6,0.698131701,6019,178,205.8333282,113.6666641,300,208.1666718,282.6666565,151.8333282,310,2,"A549"
"740",22.88999939,16.67700005,8,10.82842712,0.857371602,2227.785645,394.4285583,249.7857208,239.2142792,312.2142944,335.5,287.3571472,356.6428528,549.2857056,2,"A549"
"741",13.69896412,16.7821064,4.5,8.242640687,0.832318678,11839.55566,352.8888855,199.8888855,267.555542,405.3333435,157.8888855,271.222229,139.8888855,241.6666718,2,"A549"
"742",20.459795,16.86279488,8.5,11.41421356,0.819854532,8947.133789,448.4666748,157.8666687,180.9333344,380.2666626,249.7333374,266.2666626,313.5333252,532.7999878,2,"A549"
"743",17.34734917,16.95495033,1.5,5.414213562,0.643028702,9579.799805,326.6000061,122,228.3999939,361,381.7999878,258,272.2000122,320.6000061,2,"A549"
"744",16.07205009,17.31464958,1.5,5.414213562,0.643028702,370.7999878,417,186.6000061,226.6000061,254.8000031,231,222.1999969,207.6000061,335.6000061,2,"A549"
"745",18.59358406,17.84874916,4.5,9.414213562,0.638049372,8818.700195,336.6000061,232.8999939,269,374.8999939,415.7000122,250.6000061,254.3000031,603,2,"A549"
"746",23.38050079,52.07474899,5,8.828427125,0.806145057,978.5,457.2999878,139.3999939,147.3000031,392.5,151.5,347.3999939,160.6999969,334.7000122,2,"A549"
"747",55.32139206,18.2536068,3.5,7.414213562,0.800106365,716.625,422.625,185.875,187.125,232.5,275,232.625,400.5,228.5,2,"A549"
"748",19.60364914,52.59794998,1.5,5.414213562,0.643028702,1955.599976,336,189,263.7999878,233,223.8000031,302.3999939,277.2000122,218.3999939,2,"A549"
"749",15.20549965,19.86524963,5,8.828427125,0.806145057,630.0999756,199.6999969,204.6999969,183.6999969,189.8999939,212.8000031,263.6000061,267.6000061,398.6000061,2,"A549"
"750",18.69739342,19.88860703,3.5,7.414213562,0.800106365,6574.625,314,154.5,261.75,233.5,246.375,175.875,245.75,287.875,2,"A549"
"751",36.80384827,53.67705154,1.5,5.414213562,0.643028702,8254.599609,1454.400024,219.1999969,146.1999969,210,312,159,398,223.1999969,2,"A549"
"752",20.65004921,20.06144905,2.5,6.242640687,0.806145057,1175.666626,370.6666565,168.3333282,202.8333282,233.3333282,328.6666565,172.3333282,288.6666565,220,2,"A549"
"753",58.06975174,53.81874847,6.5,10.24264069,0.778573011,3109.5,353.8333435,196.4166718,171.0833282,401.9166565,328.75,197.6666718,316.0833435,330.4166565,2,"A549"
"754",42.86425018,54.11849976,3,7.656854249,0.643028702,1986.285767,366.8571472,163,160.5714264,358.2857056,369.4285583,244.2857208,320.4285583,386,2,"A549"
"755",1.529892802,20.79953575,4.5,8.242640687,0.832318678,10451.33301,886.777771,113.5555573,134.777771,373.6666565,251.1111145,361.8888855,459.444458,1168.777832,2,"A549"
"756",24.41989326,54.66739273,3.5,7.414213562,0.800106365,1691.5,383.75,210.5,212.375,304,68.125,341,202.75,305.125,2,"A549"
"757",50.68500137,21.94987488,5,8.828427125,0.806145057,5595.399902,600.7999878,217.5,245.1000061,461.5,232.3000031,325.7999878,416.8999939,1948.800049,2,"A549"
"758",76.02749634,55.18125153,2,6,0.698131701,1599.666626,298.8333435,96.66666412,210.1666718,326.3333435,232,235.6666718,254,312.1666565,2,"A549"
"759",79.21575165,55.23574829,3,6.828427125,0.808518127,1294.142822,290.8571472,114.1428604,152.8571472,288.4285583,87.57142639,285,349.7142944,238.5714264,2,"A549"
"760",25.546875,22.56299973,5,8.828427125,0.806145057,7416.5,289.5,173.5,243.1000061,249.8999939,167.6999969,136.1000061,322.6000061,329.2999878,2,"A549"
"761",49.92589188,55.32139206,3.5,7.414213562,0.800106365,7594.25,566.625,157.875,368.25,333.25,246,292.125,334.125,997.625,2,"A549"
"762",77.49900055,22.95131302,6,9.656854249,0.808518127,9355.454102,301.5454407,203.3636322,222,264.5454407,118,268.2727356,277.9090881,305.2727356,2,"A549"
"763",60.22639465,55.4848938,3.5,7.414213562,0.800106365,4722.375,526.625,144.875,250.5,223.625,217.5,243.25,422.5,528.75,2,"A549"
"764",15.72325039,23.08074951,6.5,10.24264069,0.778573011,946.916687,350.4166565,202.9166718,194.9166718,299.9166565,225.5833282,179.0833282,297.0833435,349.75,2,"A549"
"765",11.82104969,55.63904953,2.5,6.242640687,0.806145057,6879.833496,449,305.6666565,204.3333282,266.6666565,387.1666565,158.3333282,338,255.3333282,2,"A549"
"766",34.76418686,23.21699905,6,9.656854249,0.808518127,7734.90918,975.1818237,151.5454559,256.3636475,298.4545593,248,184.8181763,436.0909119,738.5454712,2,"A549"
"767",58.96510696,23.43889236,3.5,7.414213562,0.800106365,1706.625,362,134.5,268.875,349.125,213.5,178,427.375,406,2,"A549"
"768",78.21139526,56.02210617,3.5,7.414213562,0.800106365,12900.625,321,155.75,312.625,233.5,142.75,149.875,362.75,249.25,2,"A549"
"769",24.93375015,23.78924942,2,5.656854249,0.785398163,661.7999878,449.2000122,261.3999939,187.8000031,222.8000031,169.1999969,209.1999969,376.2000122,482.7999878,2,"A549"
"770",44.82624817,23.95274925,3,6.828427125,0.808518127,11056.14258,967,160.7142792,388.8571472,235.1428528,174.2857208,312.2857056,470.8571472,1090.428589,2,"A549"
"771",79.57544708,56.29304886,2.5,6.242640687,0.806145057,10247.33301,348.8333435,235.1666718,321.6666565,217.5,165.5,197.3333282,272.3333435,458.3333435,2,"A549"
"772",48.39599991,24.03450012,7,9.656854249,0.943271148,7110.583496,256,109.25,157.75,361.9166565,218.3333282,118.4166641,358.75,347.9166565,2,"A549"
"773",50.35800171,56.48925018,2,6,0.698131701,1257.833374,411.8333435,128,215,274.1666565,165.5,230.8333282,223,355.3333435,2,"A549"
"774",16.24489212,24.13960648,3.5,7.414213562,0.800106365,7516.375,529.5,172.375,204,329.625,179.25,242.25,323.875,267.125,2,"A549"
"775",4.060249805,24.36149979,2,6.828427125,0.539012084,5635.5,227.8333282,274.1666565,178.8333282,391,299.1666565,156.8333282,199.6666718,560.833313,2,"A549"
"776",5.068500042,24.27975082,5,8.828427125,0.806145057,1460,473.7999878,213,283.7999878,181.6999969,201.6999969,318.8999939,331.3999939,195.3000031,2,"A549"
"777",80.52375031,24.38875008,3,6.828427125,0.808518127,2048.285645,456,187.5714264,240.2857208,287.5714417,255.4285736,285.5714417,327.4285583,389.2857056,2,"A549"
"778",12.04994965,24.80294991,2.5,6.242640687,0.806145057,1333.666626,380.5,199,252.6666718,291.1666565,104.5,236.3333282,362.1666565,450.3333435,2,"A549"
"779",56.73450089,57.14324951,2,6,0.698131701,2904.833252,145.1666718,125.6666641,126.1666641,333.8333435,213.1666718,275.1666565,275.8333435,447.8333435,2,"A549"
"780",28.00754929,25.16264915,1.5,5.414213562,0.643028702,402.2000122,367.6000061,68.59999847,153.3999939,346.6000061,72.40000153,321.6000061,391,183.6000061,2,"A549"
"781",44.44970322,25.88502312,9.5,12.24264069,0.796495383,4175,546.0625,186.625,242.0625,324.625,236.9375,189,327.125,369.125,2,"A549"
"782",18.45915031,57.92805099,1.5,5.414213562,0.643028702,1109.599976,433.3999939,133.3999939,230.3999939,237.6000061,99.40000153,233.8000031,231.3999939,306,2,"A549"
"783",23.75952339,58.06479645,10.5,12.24264069,0.880337002,1933,406.6470642,257.4117737,253.3529358,261.2941284,112.7647095,254,372.4117737,215.9411774,2,"A549"
"784",52.66586685,58.32548141,11.5,15.07106781,0.636238077,7188.579102,332.3684082,205.2105255,219.9473724,413.7368469,201.421051,212.7368469,272.3157959,389.3684082,2,"A549"
"785",6.730750084,26.56875038,3,6.828427125,0.808518127,1387.714233,249.1428528,193.8571472,300.7142944,216.1428528,241.5714264,446.4285583,263.2857056,319.8571472,2,"A549"
"786",70.87725067,58.28775024,3,6.828427125,0.808518127,1146.285767,477,124.8571396,229.2857208,269.8571472,200.7142792,352,325.5714417,481.8571472,2,"A549"
"787",58.86000061,26.81399918,7,9.656854249,0.943271148,7102.416504,424.4166565,170,162.1666718,271.25,176.3333282,175.6666718,421.3333435,432.9166565,2,"A549"
"788",26.60508347,26.80491638,3.5,9.414213562,0.496260623,2452.888916,357.777771,279.1111145,282.8888855,421,181.3333282,348.3333435,294.1111145,404,2,"A549"
"789",18.46641731,58.81458282,7.5,11.07106781,0.768939384,295.384613,419.0769348,174.3076935,217.2307739,314.6923218,114.1538467,234.1538391,320.2307739,210.9230804,2,"A549"
"790",38.83124924,58.53300095,2,6,0.698131701,7769.166504,347.1666565,108.1666641,191.6666718,329,272.1666565,219.1666718,302.8333435,220,2,"A549"
"791",57.85174942,58.61474991,3,6.828427125,0.808518127,2304,428.7142944,136.7142792,246.8571472,323,109.7142868,131.7142792,254.1428528,593.5714111,2,"A549"
"792",60.08625031,27.05924988,3,6.828427125,0.808518127,905.1428833,375.7142944,180.1428528,237.1428528,231.2857208,90.14286041,156,366.1428528,490.4285583,2,"A549"
"793",61.3125,27.32493782,6,9.656854249,0.808518127,9428.272461,627.5454712,131.8181763,221.5454559,188.2727203,315.3636475,143.1818237,328,490.1818237,2,"A549"
"794",77.28645325,27.15735054,1.5,5.414213562,0.643028702,1625,479.3999939,125.1999969,288.7999878,182.8000031,74,157.6000061,241,467.7999878,2,"A549"
"795",2.615999937,28.12199974,8,10.82842712,0.857371602,7202.928711,286.2857056,145.7857208,245.1428528,298,185.6428528,198.2857208,386.5714417,537.7142944,2,"A549"
"796",59.43225098,28.12199974,2,6,0.698131701,9236.333008,1092,285.8333435,227.1666718,265.5,150.5,204.5,659.666687,605.5,2,"A549"
"797",68.764328,28.56848145,5.5,14.24264069,0.340715207,1440.461548,401.0769348,148.5384674,152.3076935,379.4615479,110.6923065,176.0769196,356.6923218,539.6923218,2,"A549"
"798",55.42649841,59.26874924,2,6,0.698131701,2140.666748,438.1666565,172.1666718,735.333313,309.5,178.6666718,206.8333282,178.6666718,419.6666565,2,"A549"
"799",78.30014801,28.17104912,1.5,5.414213562,0.643028702,6692.799805,810.5999756,176.1999969,136.3999939,249.8000031,125.8000031,187.3999939,254.6000061,353.6000061,2,"A549"
"800",3.982392788,28.83439255,3.5,7.414213562,0.800106365,1340.75,193.125,153.875,109.625,334.375,131.375,139.125,345.375,463.75,2,"A549"
"801",19.49153519,28.99789238,4.5,8.242640687,0.832318678,438.3333435,316.777771,146.777771,269.444458,289.777771,200.777771,308.8888855,288.3333435,290.1111145,2,"A549"
"802",41.87234879,59.79195023,1.5,5.414213562,0.643028702,3295,420.6000061,252,180.6000061,291.7999878,203.1999969,210.1999969,349,347,2,"A549"
"803",40.46625137,29.02124977,3,6.828427125,0.808518127,2547.571533,438.8571472,221.7142792,261.4285583,338.8571472,126.4285736,176.1428528,272.5714417,459.7142944,2,"A549"
"804",47.25149918,29.10300064,3,8,0.589048623,2234.5,322.875,181.125,149.75,252.125,179,218.25,349.875,326.875,2,"A549"
"805",39.55065155,29.47904968,1.5,5.414213562,0.643028702,2727.199951,370.6000061,204.1999969,150.8000031,109.5999985,144.1999969,231.8000031,311.7999878,235.1999969,2,"A549"
"806",70.45214844,29.47904968,1.5,5.414213562,0.643028702,1673.400024,290.3999939,144.1999969,188.8000031,467.6000061,163.6000061,142.8000031,174,534.4000244,2,"A549"
"807",66.33194733,29.64254951,2.5,6.242640687,0.806145057,1927.166626,287.8333435,202.8333282,232.1666718,428.1666565,249,257.1666565,274.5,388.6666565,2,"A549"
"808",81.60694122,60.57675171,3,8.828427125,0.483687034,8275,373.75,136.375,251.375,343.75,82.25,237.125,540,382.625,2,"A549"
"809",8.723893166,30.30589294,3.5,7.414213562,0.800106365,383.125,264.75,249.625,157.25,189.5,199.75,192,251.375,564.125,2,"A549"
"810",81.59558105,30.52908325,3.5,9.414213562,0.496260623,7684.888672,302.1111145,134.222229,243.8888855,317.6666565,239.3333282,250.222229,353.8888855,426.8888855,2,"A549"
"811",27.46800041,30.79931259,4,8.828427125,0.644916046,830.666687,390.3333435,186.4444427,277.444458,469.222229,259.444458,170.3333282,228.6666718,231.3333282,2,"A549"
"812",45.48803711,30.84310722,4.5,8.242640687,0.832318678,2050.333252,568.666687,136.777771,174.6666718,477.3333435,208.6666718,222.222229,297.444458,481,2,"A549"
"813",67.07003784,31.17010689,4.5,8.242640687,0.832318678,1746.888916,380.6666565,183.1111145,279.8888855,346.777771,202.3333282,216.6666718,225.3333282,367.3333435,2,"A549"
"814",3.482549906,31.24485016,1.5,5.414213562,0.643028702,4620.200195,383.6000061,130.8000031,147.6000061,287.7999878,175.8000031,321.2000122,287.2000122,613,2,"A549"
"815",7.030499935,31.22850037,2,6.828427125,0.539012084,8326.5,418.3333435,216.1666718,101.8333359,269.1666565,693.5,264,358.8333435,502.1666565,2,"A549"
"816",42.66441727,31.52824974,6.5,10.24264069,0.778573011,2819.25,532.333313,177.3333282,179.75,332,250.4166718,220.4166718,391.5833435,375.6666565,2,"A549"
"817",24.0928936,61.53439331,3.5,7.414213562,0.800106365,1655.375,252,130.875,249.875,451.625,198.875,201.125,241.875,334.375,2,"A549"
"818",22.03746414,62.00153732,3.5,8.242640687,0.647358972,9681.125,475.125,222.625,184.5,338.5,210.375,248.5,267.5,394.375,2,"A549"
"819",37.11449814,31.58275032,2,6.828427125,0.539012084,874.166687,349.6666565,128,214.6666718,377.8333435,357.3333435,244,204.8333282,321,2,"A549"
"820",58.01525116,31.6372509,4.5,10.24264069,0.539012084,2356.100098,223.5,232.6999969,170.6000061,235.6000061,303.7000122,267.7000122,269.2000122,393,2,"A549"
"821",61.44874954,31.8688755,10,13.65685425,0.673765106,1728.705933,267.7058716,113.5882339,214.7647095,267.4705811,153.2352905,268.6470642,354.3529358,252.3529358,2,"A549"
"822",46.97354889,31.73534966,1.5,5.414213562,0.643028702,1309.800049,522.2000122,142.6000061,214.3999939,257.2000122,400.3999939,177,400.7999878,399.3999939,2,"A549"
"823",35.84737396,62.45700073,5,8.828427125,0.806145057,1291.900024,289.7000122,171.6000061,229.1000061,357.8999939,206.3000031,102.8000031,405.2000122,330.1000061,2,"A549"
"824",79.73895264,62.40795135,2.5,6.242640687,0.806145057,1869.5,291.8333435,346.1666565,254.1666718,368,354.6666565,254.6666718,369,346.8333435,2,"A549"
"825",6.761892796,62.5153923,3.5,7.414213562,0.800106365,768.75,304.875,121.25,300.875,155.75,201,263.375,339.25,386.25,2,"A549"
"826",58.8927002,32.53649902,4,11.65685425,0.369919413,9206.799805,298.8999939,327.2999878,343.2999878,316.7000122,284.5,210.1000061,433.6000061,451,2,"A549"
"827",22.07250023,62.92706299,6,9.656854249,0.808518127,6242.272949,526.8181763,160.3636322,246.8181763,226.1818237,336,205.3636322,228.5454559,359.6363525,2,"A549"
"828",53.13750076,32.40024948,3,7.656854249,0.643028702,1767.571411,207,116.5714264,158.1428528,416,291.7142944,150.5714264,345.2857056,457.8571472,2,"A549"
"829",44.29214859,63.06195068,1.5,5.414213562,0.643028702,276.2000122,198.3999939,168.6000061,186.1999969,177.3999939,164.1999969,147,272.2000122,375.3999939,2,"A549"
"830",20.49409676,32.8194809,12.5,15.89949494,0.621374204,7314.299805,515.7000122,167.6000061,209.5,364.1000061,140.0500031,206.6499939,448.75,526.1500244,2,"A549"
"831",33.19049835,63.68325043,2,6,0.698131701,3212.5,345.3333435,232.3333282,166.1666718,239.8333282,294.5,182.6666718,236.3333282,459.5,2,"A549"
"832",10.49903584,32.75839233,4.5,8.242640687,0.832318678,671.666687,299.6666565,145.777771,137.222229,308.444458,266.1111145,126.7777786,274.6666565,398,2,"A549"
"833",16.00256157,33.02700043,6,9.656854249,0.808518127,1320.818237,292.6363525,100,220.8181763,450.7272644,210.4545441,309.3636475,318.1818237,438.8181763,2,"A549"
"834",17.95775032,33.18141556,6.5,10.24264069,0.778573011,2447.416748,259.9166565,159.4166718,246.0833282,338.25,204.9166718,374.25,276.8333435,547.583313,2,"A549"
"835",41.73065186,33.17414856,14.5,17.07106781,0.625254018,7475.608887,446.4347839,254.782608,252.6521759,337.8695679,301.3478394,377.6521606,312.7391357,651.1738892,2,"A549"
"836",21.9090004,64.17375183,2,6,0.698131701,690.833313,530.333313,295.3333435,239.8333282,324.5,247,247.5,220,279,2,"A549"
"837",52.20555115,33.20684814,1.5,5.414213562,0.643028702,10243.2002,216.8000031,126.1999969,155.6000061,373.6000061,143.1999969,200,201.1999969,689.5999756,2,"A549"
"838",57.56835175,33.56655121,1.5,5.414213562,0.643028702,11319.40039,392.3999939,237,189,208,163,175.6000061,235.1999969,476.3999939,2,"A549"
"839",72.88596344,33.69268036,2.5,7.414213562,0.571504547,7526.856934,692.2857056,217.4285736,174.7142792,417.1428528,436.8571472,354.4285583,299.7142944,455.8571472,2,"A549"
"840",9.564749718,34.14424896,3,6.828427125,0.808518127,11367.71387,845.8571167,219.2857208,215.4285736,360.1428528,95.7142868,116,297.5714417,480,2,"A549"
"841",8.338500023,34.25325012,5,8.828427125,0.806145057,1580.900024,210.3999939,196.8000031,262.3999939,196.1000061,144,199.8999939,358.2000122,442.2000122,2,"A549"
"842",40.68424988,64.66425323,3,6.828427125,0.808518127,352.7142944,289,159,186.4285736,227,114.1428604,212.5714264,242.8571472,396.1428528,2,"A549"
"843",69.27494812,64.63155365,2.5,6.242640687,0.806145057,9580.833008,1357,519.5,485.6666565,334.6666565,758,317.3333435,303.1666565,766,2,"A549"
"844",65.03212738,64.99124908,4,9.656854249,0.539012084,1592,264.3333435,153.1111145,149,251.6666718,150.5555573,246.222229,197.4444427,275.1111145,2,"A549"
"845",69.17684937,34.44945145,1.5,5.414213562,0.643028702,9027.599609,912.7999878,214.3999939,464.6000061,339,256,170,468.3999939,438.6000061,2,"A549"
"846",17.90324974,64.90950012,2,6,0.698131701,1515.166626,487.1666565,257.1666565,272,331.1666565,216.5,197,318.6666565,436.6666565,2,"A549"
"847",15.77775002,35.12525177,3,6.828427125,0.808518127,888.4285889,355.7142944,297.8571472,239,306.2857056,279.2857056,134.8571472,406.1428528,406.1428528,2,"A549"
"848",3.944437504,65.31825256,4,8.828427125,0.644916046,610.555542,296.3333435,191.6666718,171.4444427,270.3333435,137.1111145,97.8888855,240.5555573,273.6666565,2,"A549"
"849",42.04179382,65.60066223,9.5,12.24264069,0.796495383,1548.625,361.5625,179.75,242.5625,372.5625,206.625,194.5,344.5625,428.5625,2,"A549"
"850",44.19404984,65.51445007,2.5,6.242640687,0.806145057,2179.666748,332.6666565,183.8333282,183.6666718,225.3333282,140.1666718,214.1666718,306.6666565,367.3333435,2,"A549"
"851",24.60675049,35.39775085,3,6.828427125,0.808518127,769,229.1428528,184.4285736,212.1428528,232.7142792,140.7142792,163.8571472,339.8571472,541.8571167,2,"A549"
